index,drug,side_effect,label,output_pure_llm,output_format_a,output_format_b,output_graphrag
7747,formoterol,hypokinesia,1,0,1,1,1
7748,formoterol,hypotension,1,0,1,1,1
7749,formoterol,injury,1,0,1,1,1
7750,formoterol,large intestinal haemorrhage,0,0,0,0,0
7751,formoterol,necrosis ischaemic,0,0,0,0,0
7752,formoterol,paraesthesia oral,1,0,0,1,1
7753,formoterol,parotid gland inflammation,0,0,0,0,0
7754,formoterol,pelvic abscess,0,0,1,0,0
7755,formoterol,respiratory arrest,1,0,0,1,1
7756,formoterol,tooth abscess,1,0,1,1,1
7757,formoterol,transverse sinus thrombosis,0,0,0,0,0
7758,formoterol,upper respiratory tract infection,1,0,0,1,1
7759,formoterol,ventricular extrasystoles,1,0,1,1,1
7760,forteo,acne fulminans,0,0,0,0,0
7761,forteo,cardiac murmur,1,0,0,1,1
7762,forteo,chest pain,1,1,1,1,1
7763,forteo,cholestatic liver injury,0,0,0,0,0
7764,forteo,cough,1,0,1,1,1
7765,forteo,developmental coordination disorder,0,0,0,0,0
7766,forteo,dysgraphia,0,0,0,0,0
7767,forteo,headache,1,1,1,1,1
7768,forteo,malnutrition,1,0,1,1,1
7769,forteo,muscle rupture,0,1,0,0,0
7770,forteo,musculoskeletal discomfort,1,1,1,1,1
7771,forteo,nausea,1,1,0,1,1
7772,forteo,orthostatic hypotension,0,0,1,1,0
7773,forteo,pollakiuria,1,0,0,1,1
7774,forteo,stevens-johnson syndrome,0,0,0,0,0
7775,forteo,tooth erosion,0,0,0,1,0
7776,forteo,ulna fracture,0,0,0,0,0
7777,forteo,urethral disorder,1,0,0,1,1
7778,forteo,weight increased,1,0,1,1,1
7779,forteo,white matter lesion,0,1,0,0,0
7780,fosamprenavir,acute coronary syndrome,1,0,1,1,1
7781,fosamprenavir,adrenergic syndrome,0,0,0,0,0
7782,fosamprenavir,apnoea,0,0,0,0,0
7783,fosamprenavir,blood triglycerides increased,1,1,1,1,1
7784,fosamprenavir,bone marrow toxicity,0,0,0,0,0
7785,fosamprenavir,chemical injury,0,1,0,0,0
7786,fosamprenavir,encephalitis cytomegalovirus,0,0,0,0,0
7787,fosamprenavir,flatulence,1,0,1,1,1
7788,fosamprenavir,gastrointestinal disorder,1,1,1,1,1
7789,fosamprenavir,hyperlactacidaemia,1,0,1,1,1
7790,fosamprenavir,hyposthenuria,0,0,0,0,0
7791,fosamprenavir,meningomyelocele,0,0,0,0,0
7792,fosamprenavir,myositis,1,0,1,1,1
7793,fosamprenavir,nephrolithiasis,1,0,1,1,1
7794,fosamprenavir,neutropenia,1,0,1,1,1
7795,fosamprenavir,pulpitis dental,0,0,0,0,0
7796,fosamprenavir,rash,1,1,1,1,1
7797,fosamprenavir,rhabdomyolysis,1,0,1,1,1
7798,fosamprenavir,spontaneous penile erection,0,0,0,0,0
7799,fosamprenavir,yellow skin,0,0,0,0,0
7800,foscarnet,disorientation,0,0,0,1,0
7801,foscarnet,febrile neutropenia,0,0,0,0,0
7802,foscarnet,femur fracture,0,0,0,0,0
7803,foscarnet,finger deformity,0,0,0,0,0
7804,foscarnet,gastrointestinal pain,1,0,1,1,1
7805,foscarnet,hyperphosphataemia,1,1,1,1,1
7806,foscarnet,hypoaesthesia,1,0,1,1,1
7807,foscarnet,hypoxia,0,0,0,0,0
7808,foscarnet,koebner phenomenon,0,0,0,0,0
7809,foscarnet,lymphadenopathy,1,0,0,1,1
7810,foscarnet,mucosal atrophy,0,0,0,0,0
7811,foscarnet,netherton's syndrome,0,0,0,0,0
7812,foscarnet,osteonecrosis of jaw,0,0,0,0,0
7813,foscarnet,palpitations,1,0,0,1,1
7814,foscarnet,rash maculo-papular,1,1,0,1,1
7815,foscarnet,renal infarct,0,1,0,0,0
7816,foscarnet,skin ulcer,1,1,0,1,1
7817,foscarnet,somnolence,1,0,0,1,1
7818,foscarnet,toxic epidermal necrolysis,1,0,0,1,1
7819,foscarnet,weight decreased,1,0,0,1,1
7820,fosfomycin,affect lability,0,0,0,0,0
7821,fosfomycin,alanine aminotransferase increased,1,0,1,1,1
7822,fosfomycin,blepharospasm,0,0,0,0,0
7823,fosfomycin,carpal tunnel syndrome,0,0,0,0,0
7824,fosfomycin,decreased appetite,1,0,1,1,1
7825,fosfomycin,dyspepsia,1,0,1,1,1
7826,fosfomycin,dysuria,1,0,1,1,1
7827,fosfomycin,haematocrit decreased,1,0,1,1,1
7828,fosfomycin,hepatic necrosis,1,0,1,1,1
7829,fosfomycin,injection site inflammation,0,0,0,0,0
7830,fosfomycin,insomnia,1,0,1,1,1
7831,fosfomycin,loss of control of legs,0,0,0,0,0
7832,fosfomycin,pelvic discomfort,0,0,0,0,0
7833,fosfomycin,pharyngitis,1,0,1,1,1
7834,fosfomycin,poikilocytosis,0,0,0,0,0
7835,fosfomycin,renal cyst,0,0,0,0,0
7836,fosfomycin,rhinitis,1,0,1,1,1
7837,fosfomycin,somnolence,1,0,1,1,1
7838,fosfomycin,spinal fracture,0,0,0,0,0
7839,fosfomycin,substance abuse,0,0,0,0,0
7840,fosinopril,anaemia,1,0,1,1,1
7841,fosinopril,arteriospasm coronary,0,0,0,0,0
7842,fosinopril,cholecystitis infective,0,0,0,0,0
7843,fosinopril,chronic eosinophilic leukaemia,0,0,0,0,0
7844,fosinopril,coronary artery disease,1,0,1,1,1
7845,fosinopril,cytogenetic abnormality,0,0,0,0,0
7846,fosinopril,erectile dysfunction,1,0,1,1,1
7847,fosinopril,hypotension,1,1,0,1,1
7848,fosinopril,hypovolaemia,1,0,0,1,1
7849,fosinopril,influenza,1,0,0,1,1
7850,fosinopril,intestinal perforation,0,0,0,0,0
7851,fosinopril,limb malformation,0,0,0,0,0
7852,fosinopril,lung disorder,0,0,0,1,0
7853,fosinopril,oliguria,1,0,1,1,1
7854,fosinopril,photosensitivity reaction,1,0,0,1,1
7855,fosinopril,pneumonia fungal,0,0,0,0,0
7856,fosinopril,polyarteritis nodosa,0,0,0,0,0
7857,fosinopril,respiratory tract infection,1,0,0,1,1
7858,fosinopril,sneezing,1,0,0,1,1
7859,fosinopril,transverse sinus thrombosis,0,0,0,0,0
7860,fosphenytoin,acidosis,1,0,1,1,1
7861,fosphenytoin,affect lability,1,1,1,1,1
7862,fosphenytoin,amblyopia,1,0,1,1,1
7863,fosphenytoin,apnoea,1,1,1,1,1
7864,fosphenytoin,ataxia,1,1,1,1,1
7865,fosphenytoin,autoimmune haemolytic anaemia,0,0,0,0,0
7866,fosphenytoin,blister,0,1,0,0,0
7867,fosphenytoin,blood fibrinogen decreased,0,0,0,0,0
7868,fosphenytoin,blood glucose abnormal,0,0,0,1,0
7869,fosphenytoin,dermatitis contact,1,0,1,1,1
7870,fosphenytoin,drug tolerance,0,0,0,0,0
7871,fosphenytoin,dysgeusia,1,1,1,1,1
7872,fosphenytoin,glomerulonephritis minimal lesion,0,0,0,0,0
7873,fosphenytoin,haemoglobin,0,0,0,0,0
7874,fosphenytoin,hip fracture,0,0,0,0,0
7875,fosphenytoin,hyperacusis,1,0,1,1,1
7876,fosphenytoin,injection site paraesthesia,0,1,0,0,0
7877,fosphenytoin,injection site reaction,1,1,0,1,1
7878,fosphenytoin,laryngeal pain,0,0,0,0,0
7879,fosphenytoin,rectal tenesmus,1,0,1,1,1
7880,fotemustine,abnormal faeces,0,1,0,0,0
7881,fotemustine,acute respiratory distress syndrome,1,0,1,1,1
7882,fotemustine,body temperature increased,1,0,1,1,1
7883,fotemustine,cyst,1,0,1,1,1
7884,fotemustine,delusion,0,0,0,0,0
7885,fotemustine,eosinophilia,0,1,0,0,0
7886,fotemustine,erythema,1,1,1,1,1
7887,fotemustine,eyelash discolouration,0,0,0,0,0
7888,fotemustine,gestational diabetes,0,0,0,0,0
7889,fotemustine,macular fibrosis,0,0,0,0,0
7890,fotemustine,nausea,1,1,1,1,1
7891,fotemustine,nerve conduction studies abnormal,0,0,0,0,0
7892,fotemustine,neutropenic sepsis,0,1,0,0,0
7893,fotemustine,pain,1,0,1,1,1
7894,fotemustine,paraesthesia,1,0,1,1,1
7895,fotemustine,pruritus,1,0,1,1,1
7896,fotemustine,skin disorder,1,1,1,1,1
7897,fotemustine,urethral disorder,1,0,1,1,1
7898,fotemustine,urethral haemorrhage,0,0,0,0,0
7899,fotemustine,urinary tract pain,0,0,1,0,0
7900,frovatriptan,blood electrolytes abnormal,0,0,0,0,0
7901,frovatriptan,dry mouth,1,0,1,1,1
7902,frovatriptan,dysgraphia,0,0,0,0,0
7903,frovatriptan,dyspepsia,1,0,1,1,1
7904,frovatriptan,electrocardiogram abnormal,1,0,1,1,1
7905,frovatriptan,faeces hard,0,0,0,0,0
7906,frovatriptan,femur fracture,0,0,0,0,0
7907,frovatriptan,gastric cancer,0,0,0,0,0
7908,frovatriptan,haemolysis,0,0,1,0,0
7909,frovatriptan,hyperacusis,1,0,1,1,1
7910,frovatriptan,hyperventilation,1,0,1,1,1
7911,frovatriptan,hypokalaemia,0,0,0,0,0
7912,frovatriptan,injection site thrombosis,0,0,0,0,0
7913,frovatriptan,liver function test abnormal,0,0,0,0,0
7914,frovatriptan,medication overuse headache,1,0,1,1,1
7915,frovatriptan,migraine,1,1,1,1,1
7916,frovatriptan,mitral valve disease,0,0,0,0,0
7917,frovatriptan,musculoskeletal discomfort,1,0,1,1,1
7918,frovatriptan,urine abnormality,1,0,0,1,1
7919,frovatriptan,vertigo,1,1,1,1,1
7920,furosemide,acquired immunodeficiency syndrome,0,0,0,0,0
7921,furosemide,aplasia cutis congenita,0,0,0,0,0
7922,furosemide,arrhythmia,1,0,1,1,1
7923,furosemide,asthenia,1,0,1,1,1
7924,furosemide,blood glucose abnormal,0,0,1,1,0
7925,furosemide,blood uric acid increased,1,0,1,1,1
7926,furosemide,budd-chiari syndrome,0,0,0,0,0
7927,furosemide,decreased appetite,1,1,1,1,1
7928,furosemide,dermatitis,1,0,1,1,1
7929,furosemide,genital discharge,0,0,0,0,0
7930,furosemide,hypochloraemia,1,1,1,1,1
7931,furosemide,nasal disorder,0,0,0,0,0
7932,furosemide,nervous system disorder,1,0,0,1,1
7933,furosemide,nocturnal dyspnoea,0,0,0,0,0
7934,furosemide,orthostatic intolerance,1,1,0,1,1
7935,furosemide,pharyngeal haemorrhage,0,0,0,0,0
7936,furosemide,sexual dysfunction,0,0,0,0,0
7937,furosemide,solar dermatitis,0,0,0,0,0
7938,furosemide,thrombophlebitis,1,0,0,1,1
7939,furosemide,vasculitis,1,0,0,1,1
7940,fusidic,agranulocytosis,1,0,1,1,1
7941,fusidic,atrial septal defect,0,0,0,0,0
7942,fusidic,blood osmolarity increased,0,0,0,0,0
7943,fusidic,cardiac amyloidosis,0,0,0,0,0
7944,fusidic,cervical discharge,0,0,0,0,0
7945,fusidic,cervix disorder,0,0,0,0,0
7946,fusidic,dermatitis,1,0,1,1,1
7947,fusidic,dermoid cyst,0,0,0,0,0
7948,fusidic,eye disorder,1,0,1,1,1
7949,fusidic,eye pain,1,0,1,1,1
7950,fusidic,fluid retention,0,0,0,1,0
7951,fusidic,food interaction,0,0,0,0,0
7952,fusidic,gastrointestinal pain,1,0,1,1,1
7953,fusidic,growth retardation,0,0,0,0,0
7954,fusidic,international normalised ratio abnormal,0,0,0,0,0
7955,fusidic,jaundice,1,0,1,1,1
7956,fusidic,lacrimation increased,1,0,1,1,1
7957,fusidic,pancytopenia,1,0,1,1,1
7958,fusidic,pruritus,1,0,1,1,1
7959,fusidic,renal failure acute,1,0,1,1,1
7960,gabapentin,abscess,1,0,1,1,1
7961,gabapentin,aortic valve incompetence,0,0,0,0,0
7962,gabapentin,apathy,1,1,1,1,1
7963,gabapentin,bronchospasm paradoxical,0,0,0,0,0
7964,gabapentin,connective tissue disorder,1,0,1,1,1
7965,gabapentin,convulsion,1,0,0,1,1
7966,gabapentin,disorientation,1,1,0,1,1
7967,gabapentin,drug level changed,0,0,0,0,0
7968,gabapentin,dyspnoea,1,0,0,1,1
7969,gabapentin,eye haemorrhage,1,0,0,1,1
7970,gabapentin,feeling drunk,1,0,0,1,1
7971,gabapentin,glaucoma,1,0,0,1,1
7972,gabapentin,ileal ulcer,0,0,0,1,0
7973,gabapentin,lacunar infarction,0,0,0,0,0
7974,gabapentin,latent tetany,0,0,0,0,0
7975,gabapentin,left ventricular failure,0,0,0,1,0
7976,gabapentin,pertussis,0,0,0,0,0
7977,gabapentin,procedural complication,0,0,0,0,0
7978,gabapentin,trichotillomania,0,0,0,0,0
7979,gabapentin,white blood cell count decreased,1,0,0,1,1
7980,gadobenate,blood creatinine increased,1,0,1,1,1
7981,gadobenate,blood pressure systolic decreased,1,0,1,1,1
7982,gadobenate,cholangitis sclerosing,0,0,0,0,0
7983,gadobenate,coronary artery thrombosis,0,0,0,0,0
7984,gadobenate,dermatitis,1,0,1,1,1
7985,gadobenate,eosinophilic pneumonia,0,0,0,0,0
7986,gadobenate,epidermal naevus,0,0,0,0,0
7987,gadobenate,febrile bone marrow aplasia,0,0,0,0,0
7988,gadobenate,furuncle,0,0,0,0,0
7989,gadobenate,hearing impaired,1,0,1,1,1
7990,gadobenate,hypercalcaemia,1,0,0,1,1
7991,gadobenate,injection site inflammation,1,1,0,1,1
7992,gadobenate,laboratory test abnormal,1,0,0,1,1
7993,gadobenate,leukopenia,1,0,0,1,1
7994,gadobenate,local swelling,0,0,0,1,0
7995,gadobenate,oropharyngeal candidiasis,0,0,0,0,0
7996,gadobenate,prostate induration,0,0,0,0,0
7997,gadobenate,somnolence,1,0,0,1,1
7998,gadobenate,vasodilation procedure,1,0,0,1,1
7999,gadobenate,viral upper respiratory tract infection,0,0,0,0,0
8000,gadobutrol,adenovirus infection,0,0,0,0,0
8001,gadobutrol,application site erythema,0,1,0,0,0
8002,gadobutrol,application site haemorrhage,0,0,0,0,0
8003,gadobutrol,application site pain,1,0,1,1,1
8004,gadobutrol,body temperature decreased,0,0,0,0,0
8005,gadobutrol,dermatitis,1,0,1,1,1
8006,gadobutrol,dry mouth,1,0,1,1,1
8007,gadobutrol,flat affect,1,0,1,1,1
8008,gadobutrol,hot flush,1,0,1,1,1
8009,gadobutrol,infection,1,0,1,1,1
8010,gadobutrol,injection site pain,1,1,1,1,1
8011,gadobutrol,palmar erythema,0,0,0,0,0
8012,gadobutrol,palpitations,1,1,1,1,1
8013,gadobutrol,paraesthesia,1,1,1,1,1
8014,gadobutrol,pollakiuria,1,0,1,1,1
8015,gadobutrol,renal failure,0,0,0,0,0
8016,gadobutrol,skin ulcer,0,0,0,0,0
8017,gadobutrol,status asthmaticus,0,0,0,0,0
8018,gadobutrol,sweat gland disorder,0,0,0,1,0
8019,gadobutrol,tendon pain,0,0,0,0,0
8020,gadodiamide,acute myeloid leukaemia,0,0,0,0,0
8021,gadodiamide,ataxia,1,0,1,1,1
8022,gadodiamide,coordination abnormal,1,0,1,1,1
8023,gadodiamide,dry mouth,1,0,1,1,1
8024,gadodiamide,familial tremor,0,0,0,1,0
8025,gadodiamide,fluid retention,0,0,0,0,0
8026,gadodiamide,hepatic enzyme increased,1,0,1,1,1
8027,gadodiamide,hostility,0,0,0,0,0
8028,gadodiamide,hot flush,1,0,1,1,1
8029,gadodiamide,hypersensitivity,1,1,1,1,1
8030,gadodiamide,hypotension,1,0,1,1,1
8031,gadodiamide,migraine,1,0,1,1,1
8032,gadodiamide,polymenorrhoea,0,0,0,0,0
8033,gadodiamide,renal rickets,0,0,0,0,0
8034,gadodiamide,skin fragility,0,0,0,0,0
8035,gadodiamide,sneezing,0,0,0,0,0
8036,gadodiamide,urinary tract disorder,1,0,1,1,1
8037,gadodiamide,urticaria,1,1,1,1,1
8038,gadodiamide,vaginismus,0,0,0,0,0
8039,gadodiamide,vascular insufficiency,0,0,0,0,0
8040,gadofosveset,abdominal discomfort,1,0,1,1,1
8041,gadofosveset,abnormal dreams,1,0,1,1,1
8042,gadofosveset,anaphylactoid reaction,1,0,1,1,1
8043,gadofosveset,benign neoplasm of skin,0,0,0,0,0
8044,gadofosveset,blood test abnormal,0,0,0,0,0
8045,gadofosveset,dizziness,1,0,1,1,1
8046,gadofosveset,dyspepsia,1,0,1,1,1
8047,gadofosveset,erection increased,0,0,0,0,0
8048,gadofosveset,feeling abnormal,1,0,1,1,1
8049,gadofosveset,fungaemia,0,0,0,0,0
8050,gadofosveset,hepatic failure,0,0,0,0,0
8051,gadofosveset,hyperamylasaemia,0,0,0,0,0
8052,gadofosveset,hyperhidrosis,1,0,1,1,1
8053,gadofosveset,infestation,1,0,1,1,1
8054,gadofosveset,injection site hypersensitivity,0,0,1,0,0
8055,gadofosveset,metastases to liver,0,0,0,0,0
8056,gadofosveset,nervous system disorder,1,0,1,1,1
8057,gadofosveset,pain in extremity,1,0,0,1,1
8058,gadofosveset,speech disorder,0,0,0,0,0
8059,gadofosveset,xanthoma,0,0,0,0,0
8060,gadoteridol,abdominal pain,1,0,1,1,1
8061,gadoteridol,acute febrile neutrophilic dermatosis,0,0,0,0,0
8062,gadoteridol,aortic dissection,0,0,0,0,0
8063,gadoteridol,body temperature increased,1,0,1,1,1
8064,gadoteridol,dark circles under eyes,0,0,1,0,0
8065,gadoteridol,deafness,0,0,1,1,0
8066,gadoteridol,dry mouth,1,0,1,1,1
8067,gadoteridol,duodenal ulcer haemorrhage,0,0,0,0,0
8068,gadoteridol,flushing,1,0,1,1,1
8069,gadoteridol,lacrimation increased,1,0,1,1,1
8070,gadoteridol,laryngeal neoplasm,0,0,1,0,0
8071,gadoteridol,lip pain,0,0,0,0,0
8072,gadoteridol,paraesthesia,1,1,1,1,1
8073,gadoteridol,pharyngeal erythema,0,0,0,0,0
8074,gadoteridol,presyncope,0,0,1,0,0
8075,gadoteridol,pruritus,1,1,1,1,1
8076,gadoteridol,salivary hypersecretion,1,0,1,1,1
8077,gadoteridol,tension,0,0,1,0,0
8078,gadoteridol,tongue disorder,1,0,1,1,1
8079,gadoteridol,vomiting,1,0,1,1,1
8080,gadoversetamide,agitation,1,0,1,1,1
8081,gadoversetamide,arrhythmia,1,0,1,1,1
8082,gadoversetamide,diastolic hypertension,0,0,0,0,0
8083,gadoversetamide,discomfort,1,0,1,1,1
8084,gadoversetamide,drug ineffective,0,0,0,0,0
8085,gadoversetamide,erysipelas,0,0,0,0,0
8086,gadoversetamide,graft complication,0,1,0,0,0
8087,gadoversetamide,hyperacusis,1,0,1,1,1
8088,gadoversetamide,hypertension,1,0,1,1,1
8089,gadoversetamide,hypoalbuminaemia,0,0,0,0,0
8090,gadoversetamide,loss of consciousness,1,0,0,1,1
8091,gadoversetamide,oliguria,1,0,0,1,1
8092,gadoversetamide,pneumopericardium,0,0,0,0,0
8093,gadoversetamide,premature baby,0,0,0,0,0
8094,gadoversetamide,tongue disorder,1,0,0,1,1
8095,gadoversetamide,toxic dilatation of intestine,0,0,0,0,0
8096,gadoversetamide,tracheo-oesophageal fistula,0,0,0,0,0
8097,gadoversetamide,type 2 diabetes mellitus,0,0,0,0,0
8098,gadoversetamide,urinary tract infection,1,0,0,1,1
8099,gadoversetamide,vertigo,1,0,1,1,1
8100,galantamine,autism spectrum disorder,0,0,0,0,0
8101,galantamine,bronchopulmonary aspergillosis,0,0,0,0,0
8102,galantamine,confusional state,1,1,1,1,1
8103,galantamine,depression,1,0,1,1,1
8104,galantamine,developmental hip dysplasia,0,0,0,0,0
8105,galantamine,endocardial fibrosis,0,0,0,0,0
8106,galantamine,flatulence,1,1,1,1,1
8107,galantamine,glioblastoma multiforme,0,0,0,0,0
8108,galantamine,haemorrhage,1,0,1,1,1
8109,galantamine,"hallucination, visual",1,0,1,1,1
8110,galantamine,hypotension,1,0,0,1,1
8111,galantamine,ill-defined disorder,1,0,0,1,1
8112,galantamine,injection site cellulitis,0,1,0,0,0
8113,galantamine,intermittent claudication,0,0,0,0,0
8114,galantamine,loss of control of legs,0,0,0,0,0
8115,galantamine,partial seizures,0,0,0,0,0
8116,galantamine,renal failure,1,0,0,1,1
8117,galantamine,rhinitis,1,0,0,1,1
8118,galantamine,urinary incontinence,1,0,0,1,1
8119,galantamine,urine analysis abnormal,0,0,0,0,0
8120,ganciclovir,blood urea normal,0,0,1,0,0
8121,ganciclovir,central obesity,0,0,0,0,0
8122,ganciclovir,dry skin,1,1,1,1,1
8123,ganciclovir,eye irritation,1,1,0,1,1
8124,ganciclovir,gastrointestinal hypermotility,0,1,0,0,0
8125,ganciclovir,gastrointestinal perforation,1,1,0,1,1
8126,ganciclovir,hepatic function abnormal,1,1,0,1,1
8127,ganciclovir,hyperglycaemia,1,0,0,1,1
8128,ganciclovir,injection site nodule,0,1,0,0,0
8129,ganciclovir,injection site thrombosis,1,1,0,1,1
8130,ganciclovir,intra-abdominal haemorrhage,0,0,0,0,0
8131,ganciclovir,neoplasm skin,0,0,0,0,0
8132,ganciclovir,premature rupture of membranes,0,0,0,0,0
8133,ganciclovir,punctate keratitis,1,1,0,1,1
8134,ganciclovir,renal impairment,1,1,1,1,1
8135,ganciclovir,retrograde ejaculation,0,1,0,0,0
8136,ganciclovir,skin erosion,0,1,0,0,0
8137,ganciclovir,thinking abnormal,1,0,0,1,1
8138,ganciclovir,thrombocytopenia,1,1,0,1,1
8139,ganciclovir,tinea infection,0,0,0,0,0
8140,gatifloxacin,akathisia,0,1,0,0,0
8141,gatifloxacin,coccydynia,0,0,0,0,0
8142,gatifloxacin,depressive symptom,0,1,1,0,0
8143,gatifloxacin,diarrhoea,1,1,1,1,1
8144,gatifloxacin,exfoliative rash,0,1,0,0,0
8145,gatifloxacin,eye pain,1,1,1,1,1
8146,gatifloxacin,eyelid oedema,1,1,1,1,1
8147,gatifloxacin,freezing phenomenon,0,0,0,0,0
8148,gatifloxacin,gastrointestinal perforation,0,1,1,0,0
8149,gatifloxacin,hyporeflexia,0,1,0,0,0
8150,gatifloxacin,oral fungal infection,0,1,1,1,0
8151,gatifloxacin,oropharyngeal discomfort,1,1,0,1,1
8152,gatifloxacin,ovarian atrophy,0,0,0,0,0
8153,gatifloxacin,paranoia,1,1,1,1,1
8154,gatifloxacin,photosensitivity reaction,1,1,0,1,1
8155,gatifloxacin,rash,1,1,1,1,1
8156,gatifloxacin,sneezing,1,0,0,1,1
8157,gatifloxacin,stevens-johnson syndrome,1,1,0,1,1
8158,gatifloxacin,tremor,1,1,0,1,1
8159,gatifloxacin,x-linked lymphoproliferative syndrome,0,0,0,0,0
8160,gd-dtpa,anxiety,1,0,1,1,1
8161,gd-dtpa,arrhythmia,1,0,1,1,1
8162,gd-dtpa,congenital hydronephrosis,0,0,0,0,0
8163,gd-dtpa,dermatitis,1,0,1,1,1
8164,gd-dtpa,dysgeusia,1,0,1,1,1
8165,gd-dtpa,erythema,1,0,1,1,1
8166,gd-dtpa,feeling drunk,0,0,0,0,0
8167,gd-dtpa,gastrointestinal inflammation,0,0,1,0,0
8168,gd-dtpa,mental disorder,1,0,0,1,1
8169,gd-dtpa,nail disorder,0,0,0,0,0
8170,gd-dtpa,oedema mouth,0,0,0,0,0
8171,gd-dtpa,oropharyngeal discomfort,1,0,0,1,1
8172,gd-dtpa,pharyngeal disorder,0,0,0,0,0
8173,gd-dtpa,rhythm idioventricular,0,0,0,0,0
8174,gd-dtpa,salivary hypersecretion,1,0,0,1,1
8175,gd-dtpa,scleritis,0,0,0,0,0
8176,gd-dtpa,skin atrophy,0,0,0,0,0
8177,gd-dtpa,tachycardia,1,0,0,1,1
8178,gd-dtpa,tardive dyskinesia,0,0,0,0,0
8179,gd-dtpa,urethral disorder,1,0,0,1,1
8180,gd-eob-dtpa,bone marrow granuloma,0,0,0,0,0
8181,gd-eob-dtpa,creatinine renal clearance decreased,0,0,0,0,0
8182,gd-eob-dtpa,dermatitis,1,0,1,1,1
8183,gd-eob-dtpa,feeling hot,1,0,1,1,1
8184,gd-eob-dtpa,fibroadenoma of breast,0,0,0,0,0
8185,gd-eob-dtpa,flushing,1,0,1,1,1
8186,gd-eob-dtpa,gastrointestinal disorder,1,0,1,1,1
8187,gd-eob-dtpa,haemolysis,0,0,0,0,0
8188,gd-eob-dtpa,hypoaesthesia,1,0,1,1,1
8189,gd-eob-dtpa,injection site pain,1,0,1,1,1
8190,gd-eob-dtpa,left ventricular failure,0,0,0,0,0
8191,gd-eob-dtpa,nausea,1,0,1,1,1
8192,gd-eob-dtpa,oral discomfort,1,0,1,1,1
8193,gd-eob-dtpa,prostatic dysplasia,0,0,0,0,0
8194,gd-eob-dtpa,retinal deposits,0,0,0,0,0
8195,gd-eob-dtpa,shock,1,0,1,1,1
8196,gd-eob-dtpa,stereotypy,0,0,0,0,0
8197,gd-eob-dtpa,tachycardia,1,0,1,1,1
8198,gd-eob-dtpa,toxic skin eruption,0,0,1,0,0
8199,gd-eob-dtpa,upper airway obstruction,0,0,0,0,0
8200,ge-132,aspartate aminotransferase increased,1,0,1,1,1
8201,ge-132,blood pressure diastolic increased,0,0,0,0,0
8202,ge-132,breath sounds abnormal,1,0,1,1,1
8203,ge-132,catheter site cellulitis,0,0,0,0,0
8204,ge-132,coagulation factor decreased,0,0,0,0,0
8205,ge-132,hypertension,1,0,0,1,1
8206,ge-132,hypoxia,1,0,0,1,1
8207,ge-132,kaposi's sarcoma,0,0,0,0,0
8208,ge-132,medical device complication,0,0,0,0,0
8209,ge-132,musculoskeletal discomfort,1,0,0,1,1
8210,ge-132,nephropathy,1,0,0,1,1
8211,ge-132,oral papilloma,0,0,0,0,0
8212,ge-132,pancreatic enzymes abnormal,0,0,0,0,0
8213,ge-132,red man syndrome,0,1,0,0,0
8214,ge-132,renovascular hypertension,0,0,0,0,0
8215,ge-132,respiratory arrest,1,0,0,1,1
8216,ge-132,skin exfoliation,1,0,0,1,1
8217,ge-132,substance abuse,0,0,0,0,0
8218,ge-132,thrombocytopenia,1,1,0,1,1
8219,ge-132,viral infection,1,0,0,1,1
8220,gefitinib,abnormal clotting factor,0,0,0,0,0
8221,gefitinib,amblyopia,1,0,1,1,1
8222,gefitinib,cryptorchism,0,0,0,0,0
8223,gefitinib,dehydration,1,0,1,1,1
8224,gefitinib,erythema multiforme,1,1,1,1,1
8225,gefitinib,feeling of body temperature change,0,0,0,1,0
8226,gefitinib,haematuria,1,1,1,1,1
8227,gefitinib,hepatic failure,1,1,1,1,1
8228,gefitinib,loss of libido,0,0,0,0,0
8229,gefitinib,oculorespiratory syndrome,0,0,0,0,0
8230,gefitinib,piloerection,0,0,0,0,0
8231,gefitinib,proteinuria,1,0,1,1,1
8232,gefitinib,pulmonary valve incompetence,0,0,0,0,0
8233,gefitinib,rash pustular,1,1,1,1,1
8234,gefitinib,renal tubular disorder,0,1,0,0,0
8235,gefitinib,seborrhoeic dermatitis,1,0,1,1,1
8236,gefitinib,sinus arrhythmia,1,0,0,1,1
8237,gefitinib,small intestine ulcer,0,0,0,1,0
8238,gefitinib,thrombophlebitis,1,0,0,1,1
8239,gefitinib,traumatic fracture,0,0,0,0,0
8240,gemcitabine,alveolitis,0,0,0,0,0
8241,gemcitabine,anastomotic leak,0,0,0,0,0
8242,gemcitabine,azoospermia,1,0,1,1,1
8243,gemcitabine,cardiac disorder,1,1,1,1,1
8244,gemcitabine,constipation,1,1,1,1,1
8245,gemcitabine,corneal pigmentation,0,0,1,0,0
8246,gemcitabine,extravasation,1,1,1,1,1
8247,gemcitabine,foetal alcohol syndrome,0,0,0,0,0
8248,gemcitabine,haemorrhage,1,1,1,1,1
8249,gemcitabine,herpes simplex,0,0,0,0,0
8250,gemcitabine,hyperalbuminaemia,0,0,0,0,0
8251,gemcitabine,localised infection,0,0,0,0,0
8252,gemcitabine,lymphoma cutis,0,0,0,0,0
8253,gemcitabine,paraesthesia,1,1,0,1,1
8254,gemcitabine,pulmonary fibrosis,1,0,0,1,1
8255,gemcitabine,pulmonary toxicity,1,1,0,1,1
